date,load1,load2,load3,load4,load5,load6,load7,load8,load9,load10,load11,load12,load13,load14,load15,load16,load17,load18,load19,load20,load21,load22,load23,load24,temp1,temp2,temp3
2015-11-22,72036,70173,69089,68735,68877,69818,71463,74183,76354,78030,77949,76821,75514,74418,73182,72515,73154,76827,82774,84069,84086,82384,79940,76593,31.15416666666667,27.541666666666668,32.94166666666667
2015-11-23,74484,73173,72413,72174,72582,74468,80004,86575,88682,88015,86394,84491,82589,81080,79714,78585,78048,80559,85297,86656,85850,84221,81347,77452,35.11666666666667,33.32083333333333,38.800000000000004
2015-11-24,74024,71998,71268,70745,70889,72794,77882,83983,85916,85059,83563,81858,80121,78575,77759,76941,76659,78833,83229,83877,83208,81549,78263,74298,45.12916666666667,38.9625,46.07500000000001
2015-11-25,70676,68570,67454,66944,66574,68084,72420,77778,80406,80936,80991,80291,79492,78589,77881,77025,76654,78310,80960,80473,78903,76753,73603,69117,54.69166666666666,51.95416666666666,54.87083333333334
2015-11-26,64746,62054,60229,59345,58740,58342,59229,61275,63757,67144,70204,71729,70996,68252,65896,64279,63262,64186,66290,66390,66088,65446,64184,62106,47.241666666666674,52.43750000000001,58.10833333333333
2015-11-27,59690,58346,57307,56821,56673,57177,59179,62181,64397,66894,69109,70354,70932,70886,70576,70485,70859,73309,76032,75805,74650,73160,71065,68052,38.90833333333333,34.63333333333333,42.06666666666667
2015-11-28,65007,62487,61038,60301,60170,60870,62592,65068,67438,70245,72727,73868,74114,73665,73105,72683,72998,75328,78655,78587,77393,76003,73737,70822,37.020833333333336,28.679166666666664,39.0625
2015-11-29,67903,66100,64847,64002,63646,63696,64391,66258,68069,70610,72358,72924,73419,73573,73531,73526,74551,77757,81499,81826,80743,78490,75399,71500,42.15833333333334,33.19583333333333,40.72083333333333
2015-11-30,68213,66260,65060,65178,65200,67279,72261,79011,81934,82287,82868,83207,82912,82554,82185,81717,81834,84227,87529,87345,86061,83809,79777,74809,43.208333333333336,42.07916666666666,45.32499999999999
2015-12-01,70081,68335,66798,65980,66187,67533,72497,79363,81830,81697,81904,81927,81687,80924,80452,79719,80004,82842,86987,87488,86546,84611,81052,76830,36.40416666666667,37.0375,34.24166666666667
2015-12-02,72625,70443,69133,68566,68912,70908,75807,82626,84783,84290,84009,83554,83028,82294,81914,81564,82084,84996,89106,89528,88672,87068,83697,79192,34.37083333333334,38.09166666666666,30.64166666666667
2015-12-03,75255,72984,71809,71484,72082,73932,79376,86619,88842,87596,85995,84489,82854,81450,80477,79730,79810,82996,88028,89417,89237,88164,85198,80920,38.21666666666666,42.30833333333333,31.60416666666667
2015-12-04,77375,75139,73869,73455,74022,76164,81498,88531,90412,88866,86819,84550,82401,80431,79185,77777,77257,80055,84777,85251,84768,83765,81733,78272,36.4,37.791666666666664,31.88333333333333
2015-12-05,75000,72608,71161,70597,70723,72056,74365,77429,79770,81131,80592,78647,76301,74402,72656,71570,71350,74872,79683,80382,80078,79149,77303,74816,38.6375,35.12083333333333,36.34583333333334
2015-12-06,71986,69799,68339,67732,67692,68582,69564,71700,73811,75240,74946,73631,72735,71990,71189,70799,71632,75558,80437,81091,80847,79345,76289,72455,37.395833333333336,31.3125,42.05416666666667
2015-12-07,69073,67175,66253,66026,66853,69220,74960,82609,85329,84913,84129,83188,82035,81144,80688,79830,80012,82973,87122,87823,86884,84888,81709,76707,42.162499999999994,38.833333333333336,43.50416666666666
2015-12-08,72869,70495,69586,69268,69458,71345,76740,84049,86324,84986,83429,82072,80625,79450,78962,78313,78110,81041,85169,85628,84855,83128,79644,74581,48.275000000000006,46.487500000000004,48.15833333333334
2015-12-09,70729,68107,66740,66126,66489,68256,73501,80743,82628,81662,80966,80053,79212,78554,77920,77277,77250,80026,84403,84878,83888,82140,78740,73865,49.9625,46.39583333333334,47.26666666666667
2015-12-10,69757,67934,66721,66040,65836,67109,72334,79296,81486,80851,80412,79861,79208,78806,78553,77865,77860,80360,84369,84621,83679,81876,78329,73544,49.35833333333334,50.770833333333336,49.383333333333326
2015-12-11,69400,67004,65826,64960,64833,66197,71155,77534,79994,79865,80062,79793,79494,79113,78952,78219,77948,80285,82721,82028,80290,78444,75611,71335,55.48333333333333,48.17499999999999,62.67916666666665
2015-12-12,66933,63769,61596,60366,59936,60621,62514,65205,67886,70305,72256,73025,73082,72523,72068,71554,71856,74528,77689,77150,75705,74160,71877,68326,59.56666666666667,56.92083333333333,59.762499999999996
2015-12-13,65510,62590,60528,59486,58894,58774,59377,61574,64253,66922,69174,70434,71241,71644,71642,71411,72214,75804,79259,79224,78229,76031,72740,68883,55.94583333333333,59.12083333333334,55.99583333333334
2015-12-14,65039,62567,61109,60560,61164,63268,68484,76116,79729,79956,80200,80413,80416,80231,80213,79810,80073,82725,86518,86947,85922,83946,80431,75566,43.279166666666676,45.695833333333326,42.15833333333334
2015-12-15,71167,68289,66842,66163,66664,69033,73929,81249,83788,82842,82568,81861,81110,80781,80333,79825,79985,82727,86340,87034,86034,83965,80505,76013,44.675000000000004,43.2125,43.19166666666666
2015-12-16,71688,69031,67488,66760,66938,68414,73109,79932,82470,81947,81638,81490,81159,80640,80595,80389,80338,82981,87238,87860,87141,85666,82250,77700,34.68749999999999,40.862500000000004,35.87500000000001
2015-12-17,73642,71046,69668,69264,69600,71473,76588,83923,87119,86940,86305,85618,84669,83822,83437,83047,83429,86555,90647,91547,90997,90034,86945,82660,29.6125,32.87500000000001,30.599999999999998
2015-12-18,78523,75714,74271,73707,74208,76429,81450,88524,91633,91063,89992,88709,86984,85297,84423,83379,83446,86475,91240,91547,90858,89795,87719,84314,25.820833333333336,27.895833333333332,28.566666666666666
2015-12-19,80606,77975,76230,75519,75639,76819,78876,81985,84887,86098,85444,83571,81055,78619,76606,75383,75519,78801,84119,85026,84844,84161,82373,79154,38.21666666666666,32.94583333333333,35.24166666666667
2015-12-20,76195,73534,72358,71517,71323,72079,72979,75162,77250,78753,78680,77024,75494,74497,73282,72715,73480,77359,81639,81851,81276,79774,77014,73473,47.54166666666666,45.699999999999996,47.779166666666676
2015-12-21,69792,67405,66167,65718,66108,67054,71044,76939,80924,81894,82684,82970,82594,82164,81852,81235,81029,83213,86199,86175,84968,82984,79761,74807,41.975,50.24999999999999,49.833333333333336
2015-12-22,71144,68622,66830,65935,65813,66725,70897,76777,80761,81705,82108,82041,81112,80330,79894,78971,78876,81169,85006,85315,84377,82468,79320,74609,50.291666666666664,49.20000000000001,54.87916666666667
2015-12-23,70603,67881,65862,64547,64229,64739,68003,73103,76588,78016,79247,79846,80004,79464,79167,78495,78335,80126,82712,82539,80993,79124,76213,71958,43.116666666666674,51.145833333333336,47.487500000000004
2015-12-24,67695,64532,62434,61254,60943,61528,63571,67001,69804,71995,73424,73949,73437,72409,72095,71620,71356,72793,75042,74086,72640,71619,70443,68182,41.21666666666667,42.68333333333334,47.13750000000001
2015-12-25,65109,62172,60060,58943,58689,59199,60731,63241,65690,68023,69788,70431,70078,68571,66958,65847,65545,67342,70797,71325,71162,70647,69454,67083,41.583333333333336,35.54583333333333,45.85
2015-12-26,64223,61825,60514,59790,59754,60365,61919,63658,65868,68481,71298,73070,73952,73843,73619,73309,73576,75595,77962,77827,76805,75380,73170,70103,40.958333333333336,38.55833333333333,48.80416666666665
2015-12-27,67735,65550,63816,62838,62500,62763,63902,65310,67045,69483,72177,73557,74480,74903,74832,74774,75201,78284,82072,82676,81910,80285,77892,74454,35.40416666666666,30.966666666666665,37.4875
2015-12-28,71255,68799,67237,66716,66675,68377,71715,76481,80329,81904,83712,84546,84827,84375,83952,83317,83108,85075,88183,87994,86692,84480,81181,76852,35.275,37.0375,39.25
2015-12-29,73593,71109,69389,68721,68900,70073,73609,78371,81526,82873,83991,84383,84186,83555,82836,82174,82344,84431,88368,88520,87243,85295,81963,77938,30.000000000000004,35.5125,33.362500000000004
2015-12-30,73953,71239,69375,68598,68664,69842,73312,78051,81231,82179,83299,83555,83273,82622,82094,81619,81488,83868,87527,87858,86317,84683,81587,77918,27.599999999999998,33.32083333333333,30.079166666666666
2015-12-31,74236,71708,70346,69356,69295,70002,73072,77203,80175,81584,82660,82865,82007,80901,80232,79560,79555,81876,85678,85093,82809,80676,78541,76037,25.4375,29.299999999999997,27.40416666666667
2016-01-01,74286,72459,71030,70228,70248,70846,72104,73514,74546,75609,77074,78003,77990,77113,75818,74945,75072,77749,82662,83484,82970,81727,79879,77014,28.608333333333338,31.650000000000006,29.808333333333337
2016-01-02,74399,72399,71074,70502,70615,71423,72679,75380,77677,79057,79688,79240,77908,76088,74450,73311,73383,76141,81794,83116,82533,81529,79817,77622,28.787500000000005,32.45416666666666,29.9875
2016-01-03,74623,72365,70849,70187,70066,70605,71848,73541,75684,77094,77612,77192,76390,75739,75032,74429,74937,78289,83809,85461,85357,83863,81304,78530,28.458333333333332,24.1875,29.53333333333333
2016-01-04,75888,74375,73741,73770,74780,76955,82403,89709,92690,92051,91333,90080,88566,86937,85784,84735,84683,87211,92983,95119,94924,93367,90019,85648,27.650000000000002,17.458333333333332,25.799999999999997
2016-01-05,82367,81125,80410,80290,80837,82772,88502,95755,98048,96462,94272,91953,89820,87577,86042,84602,84471,87411,92926,94862,94347,92517,88955,84389,31.412500000000005,28.3,28.41666666666667
2016-01-06,80876,79982,79190,78823,78531,80180,85382,92187,94267,92647,90609,88643,86541,84871,83748,82860,82741,85067,89459,90368,89394,87472,83941,79039,38.737500000000004,35.23333333333334,36.020833333333336
2016-01-07,75286,73701,72659,71470,71661,73385,78375,85159,87687,86797,86027,85369,84332,83205,82038,81215,81348,83624,87414,87906,86755,84524,80824,75981,41.84166666666666,36.324999999999996,43.570833333333326
2016-01-08,72403,70269,68577,67701,67778,69234,74057,80384,83255,83013,83014,82778,82068,81338,80474,79784,79436,80909,83630,83515,82005,80166,77615,74023,39.670833333333334,43.42083333333333,46.699999999999996
2016-01-09,70965,68337,66682,67145,66379,67192,68095,70772,73757,76095,78273,79248,79168,78632,78233,78014,78541,80932,84604,85491,84879,83523,81868,79105,20.087500000000002,33.9375,27.6125
2016-01-10,76832,74959,73935,74314,74977,76294,78452,81094,84210,86792,88160,88052,87713,86982,85898,84799,85008,87717,93909,96288,96207,95014,92750,89567,8.629166666666668,16.529166666666665,12.279166666666669
2016-01-11,87016,85950,85547,85593,86079,87830,93410,100555,103011,101607,99807,97866,95406,93352,91716,90590,90372,92534,97155,98643,97749,95620,92103,87561,15.899999999999999,19.379166666666666,22.708333333333332
2016-01-12,83905,81723,81079,80817,81310,82979,88088,95401,98305,96942,95265,93631,91808,90439,89432,88151,87818,89892,95157,97592,97308,95886,93393,89779,10.0375,16.8625,10.024999999999999
2016-01-13,86371,84698,83939,83788,84201,86595,92325,99423,101894,99649,96945,94523,92007,90069,88415,86880,86146,87655,92154,94208,93421,91795,88458,83999,34.199999999999996,23.42083333333333,31.820833333333336
2016-01-14,80341,78261,77057,76528,76886,78841,83917,90747,93076,90959,88860,87075,84880,82989,81586,80665,80159,81356,85878,87428,86608,84845,81285,77393,40.65416666666667,35.31249999999999,43.27083333333332
2016-01-15,73755,71515,70420,69760,69994,71579,75565,81958,84955,84623,84554,84259,83464,83016,82681,82260,82015,83124,85745,86371,85457,84096,81637,78730,29.53333333333333,32.80833333333333,30.650000000000006
2016-01-16,76066,74101,72995,72725,72866,74025,75846,78851,81917,84168,85066,84839,83632,82038,80677,79949,80383,82472,86721,87905,87238,85976,84096,81313,9.316666666666665,21.195833333333333,19.70416666666667
2016-01-17,78913,76863,75951,75660,75891,76792,78778,81967,84819,87058,87682,87084,86097,85383,84489,83796,84182,87029,93063,95461,95161,93872,91919,89772,3.0208333333333326,14.27083333333333,6.129166666666666
2016-01-18,87449,86150,85691,85962,86593,88718,93531,99482,102817,102972,102324,100804,98636,96346,94966,93560,93282,95215,100221,102717,102121,100469,97436,93586,8.545833333333333,15.987500000000002,9.483333333333333
2016-01-19,90272,88747,88051,87814,88364,90253,95023,102033,104418,102795,100754,98557,96363,94268,92927,91778,91593,93536,98235,100081,99214,97003,93048,88260,18.90416666666667,18.162499999999998,18.337500000000002
2016-01-20,84433,82518,81401,80729,81017,82660,86934,93299,95647,94801,94105,92999,91757,90517,89791,88972,88800,90642,95192,96459,95362,93428,89695,85208,21.55,22.10416666666666,19.366666666666664
2016-01-21,81444,79764,78586,78083,78000,79905,84908,91714,94518,93922,93463,92658,91446,90367,89810,89227,89095,90708,94777,95781,94572,92629,89280,84992,27.412500000000005,26.8,23.241666666666664
2016-01-22,81558,79551,78671,78432,78986,80895,86085,92722,95900,96093,96163,95456,94173,93000,92109,91216,90939,92073,95701,96589,95324,93516,90799,87116,29.962500000000002,26.80416666666667,24.2
2016-01-23,84058,81979,80668,79950,80062,80934,82537,85433,87741,89236,89489,88180,86069,83668,81209,79524,78940,80728,85707,88483,88301,87591,85857,83266,29.316666666666674,27.20833333333333,24.579166666666666
2016-01-24,81066,79788,79170,78890,78984,79552,81050,83179,85272,86147,85188,82975,80618,78816,77242,76082,76071,78633,83290,86535,86033,84498,81723,77928,34.26666666666666,34.520833333333336,33.48333333333333
2016-01-25,75266,73941,73227,72910,73232,75046,80552,87380,89857,88448,87246,85977,84981,83959,83137,82244,82009,83433,86867,88257,87221,85052,81412,76773,33.31666666666667,39.28333333333334,37.30833333333334
2016-01-26,72927,70604,69769,69472,70094,72218,77693,84672,87917,87719,88032,88113,87654,87114,86580,85974,86020,87551,91192,92837,91941,90114,86818,82385,29.375000000000004,32.012499999999996,28.533333333333335
2016-01-27,78962,76949,76060,75594,76129,78318,84008,91481,94145,93016,91902,90379,88680,86976,85611,84278,83735,85118,89951,92914,92308,90800,87321,82547,35.48333333333334,32.104166666666664,33.92083333333333
2016-01-28,79397,77707,76697,75993,76245,78566,83748,90992,93181,91565,89390,87068,84840,82975,81719,80372,79832,81082,84880,87766,87772,86478,83561,79511,30.891666666666666,27.941666666666674,34.729166666666664
2016-01-29,76505,74593,73819,73623,74196,76464,82217,89560,91860,89961,87428,85075,82737,80760,79417,78004,77114,77823,81064,83021,82246,80916,78605,75349,40.09583333333333,36.175,42.69166666666666
2016-01-30,72253,70396,69028,68258,68528,69234,70706,73187,75251,76257,76035,74824,73025,71269,69817,68817,68523,69740,73072,74873,74104,72485,70590,67543,44.2875,44.65,51.341666666666676
2016-01-31,64569,62396,61124,60345,60227,60605,61681,64037,65898,68170,69078,69215,69200,69158,68936,68495,68867,70738,74236,76992,76307,74569,72159,68631,37.1,40.84583333333334,42.99583333333334
2016-02-01,65611,64098,63264,63051,63250,65755,71471,78952,81712,81509,81380,80736,79817,79027,78487,77585,77127,77941,81796,84759,84164,82502,79393,74880,37.10833333333334,33.208333333333336,40.97083333333334
2016-02-02,71692,69422,67904,67244,67614,69231,74235,80677,83158,83032,83252,83422,82891,82457,81847,80857,80251,80910,83754,85546,84128,81909,78344,73875,36.916666666666664,44.42499999999999,48.675000000000004
2016-02-03,70129,68228,66902,66402,66716,68266,73705,81053,83800,83658,83525,83339,82742,82383,82073,81681,81613,83003,86468,89219,89046,87584,84488,80276,28.200000000000003,33.275,29.625
2016-02-04,76859,74944,74143,74027,74686,77175,83117,90886,93363,92151,90506,88996,86907,85190,83937,82540,81902,83030,87159,91114,91475,90452,87647,83598,30.575,28.26666666666667,27.974999999999994
2016-02-05,80481,79150,78698,78601,78831,81182,86767,93996,95564,93538,90910,88222,85570,83416,82064,80445,79594,80410,83587,86595,86325,85417,83554,80411,32.6125,32.400000000000006,30.1375
2016-02-06,77501,75575,74655,74113,74141,75110,77426,80581,82526,83394,82547,80448,77765,75221,73261,71812,71521,72435,76279,79693,79911,79153,77622,75205,39.49166666666667,39.333333333333336,40.0
2016-02-07,73098,71385,70607,70185,70585,71294,72603,75016,76818,77610,76782,75275,73579,72565,71838,71254,71370,72693,75541,77275,77320,76907,75533,73910,31.899999999999995,39.7625,34.82083333333333
2016-02-08,71286,69596,69044,69161,70229,72799,78764,86111,88937,89152,89259,89020,88309,88009,87729,87315,87372,88588,92264,95557,94944,93162,89564,85322,20.183333333333334,31.570833333333336,21.216666666666665
2016-02-09,82034,80428,79559,79653,80297,82455,87766,94509,96801,96182,95285,94185,92742,91440,90393,89405,89124,89710,93237,96870,96571,94934,91996,88083,15.20833333333333,21.370833333333334,14.77083333333333
2016-02-10,85076,83296,82352,82312,83048,85587,90714,97747,99540,98037,96437,94696,92865,91193,90045,88934,88195,88921,92207,95579,95429,93970,90741,86882,15.633333333333335,13.91666666666667,16.641666666666666
2016-02-11,83515,81669,80567,80293,80693,82798,88067,94727,96296,94495,92154,90025,88174,86329,85125,84058,83575,84771,88284,91409,91387,89817,86517,82899,20.604166666666668,16.233333333333334,21.90833333333333
2016-02-12,79260,76921,75895,75519,75735,77609,82472,88832,90975,90866,90058,89017,87542,86634,86190,85365,84827,85345,87643,90802,90305,89132,87089,84500,11.679166666666667,7.708333333333333,15.216666666666663
2016-02-13,81716,79749,78624,78260,78549,79448,81590,84422,86762,88598,88723,87448,85375,83259,81551,80361,80010,81197,84767,88422,88418,87431,85551,83252,16.07916666666667,6.2375,15.9375
2016-02-14,80493,78544,77163,76560,76460,77182,78161,80455,82275,84377,85039,84650,83917,83112,82105,81535,81434,82684,85777,88514,87476,85291,82350,79104,22.77916666666667,21.229166666666668,24.0125
2016-02-15,76135,74211,73056,72343,72652,74453,78757,84141,86583,87786,88354,88206,87371,86390,85244,84120,83526,84069,86476,89373,88769,86586,83205,79065,29.266666666666666,28.77916666666667,31.254166666666663
2016-02-16,75804,73529,72407,71866,72449,74681,79638,86384,88599,87900,87113,86350,84895,83819,83069,82347,81907,82617,85104,88146,87660,85706,82230,77863,30.870833333333337,27.816666666666666,32.6
2016-02-17,74657,72558,71438,71290,71722,74015,79643,86865,88662,87405,85846,84506,83002,81769,81039,80153,79795,80412,83196,87034,87055,85618,82664,78455,33.237500000000004,17.766666666666666,35.46666666666666
2016-02-18,75087,73399,72748,72421,72800,75162,80760,87597,89016,87313,85534,83772,82024,80713,79675,78723,78366,78831,81066,84478,84342,82585,79267,75036,50.241666666666674,42.645833333333336,48.7875
2016-02-19,71419,69222,67845,67187,67291,68563,72811,78967,80392,79745,79246,78546,77796,77038,76697,75730,74777,74528,75635,77910,77187,75444,72713,69055,50.79583333333334,50.212500000000006,55.19166666666666
